P7(3)P3(0)P2(1)P5(1) - [4, 2, 5, 6, 13, 1, 21, 8, 18, 16, 7, 20, 3, 12, 10, 15, 9, 17, 19, 14, 11]
P7(3)P3(0)P2(1)P5(2) - [9, 4, 6, 1, 2, 11, 20, 5, 21, 16, 18, 19, 14, 3, 13, 12, 10, 15, 7, 17, 8]
P7(3)P3(1)P2(0)P5(0) - [4, 17, 13, 11, 7, 14, 1, 2, 9, 16, 5, 10, 20, 12, 3, 6, 19, 8, 18, 21, 15]
P7(3)P3(1)P2(0)P5(1) - [7, 3, 15, 2, 19, 13, 5, 14, 18, 16, 10, 9, 6, 8, 4, 21, 17, 20, 1, 12, 11]
P7(3)P3(1)P2(0)P5(2) - [17, 7, 2, 13, 3, 11, 9, 15, 5, 16, 18, 1, 12, 6, 19, 8, 4, 21, 10, 20, 14]
P7(3)P3(1)P2(1)P5(0) - [4, 7, 2, 6, 17, 21, 16, 13, 10, 1, 5, 9, 20, 15, 19, 11, 3, 8, 18, 14, 12]
P7(3)P3(1)P2(1)P5(1) - [17, 19, 12, 13, 3, 2, 5, 21, 18, 1, 9, 10, 11, 8, 4, 14, 7, 20, 16, 15, 6]
P7(3)P3(1)P2(1)P5(2) - [7, 17, 13, 2, 19, 6, 10, 12, 5, 1, 18, 16, 15, 11, 3, 8, 4, 14, 9, 20, 21]
P7(3)P3(2)P2(0)P5(0) - [9, 10, 16, 6, 4, 8, 3, 11, 20, 1, 14, 17, 7, 21, 13, 19, 2, 15, 18, 12, 5]
P7(3)P3(2)P2(0)P5(1) - [4, 13, 5, 11, 2, 16, 14, 8, 18, 1, 17, 20, 19, 15, 9, 12, 10, 7, 3, 21, 6]
P7(3)P3(2)P2(0)P5(2) - [10, 4, 11, 16, 13, 6, 20, 5, 14, 1, 18, 3, 21, 19, 2, 15, 9, 12, 17, 7, 8]
P7(3)P3(2)P2(1)P5(0) - [9, 4, 11, 19, 10, 12, 1, 16, 17, 3, 14, 20, 7, 5, 2, 6, 13, 15, 18, 8, 21]
P7(3)P3(2)P2(1)P5(1) - [10, 2, 21, 16, 13, 11, 14, 12, 18, 3, 20, 17, 6, 15, 9, 8, 4, 7, 1, 5, 19]
P7(3)P3(2)P2(1)P5(2) - [4, 10, 16, 11, 2, 19, 17, 21, 14, 3, 18, 1, 5, 6, 13, 15, 9, 8, 20, 7, 12]
P7(4)P3(0)P2(0)P5(0) - [8, 17, 4, 2, 14, 3, 9, 20, 5, 1, 16, 18, 15, 21, 6, 7, 13, 19, 10, 12, 11]
P7(4)P3(0)P2(0)P5(1) - [14, 6, 11, 20, 13, 4, 16, 3, 10, 1, 18, 5, 7, 19, 8, 12, 17, 15, 9, 21, 2]
P7(4)P3(0)P2(0)P5(2) - [17, 14, 20, 4, 6, 2, 5, 11, 16, 1, 10, 9, 21, 7, 13, 19, 8, 12, 18, 15, 3]
P7(4)P3(0)P2(1)P5(0) - [8, 14, 20, 7, 17, 12, 1, 4, 18, 9, 16, 5, 15, 11, 13, 2, 6, 19, 10, 3, 21]
P7(4)P3(0)P2(1)P5(1) - [17, 13, 21, 4, 6, 20, 16, 12, 10, 9, 5, 18, 2, 19, 8, 3, 14, 15, 1, 11, 7]
P7(4)P3(0)P2(1)P5(2) - [14, 17, 4, 20, 13, 7, 18, 21, 16, 9, 10, 1, 11, 2, 6, 19, 8, 3, 5, 15, 12]
P7(4)P3(1)P2(0)P5(0) - [17, 15, 6, 7, 5, 11, 20, 13, 14, 9, 21, 8, 18, 19, 2, 4, 1, 12, 10, 16, 3]
P7(4)P3(1)P2(0)P5(1) - [5, 2, 3, 13, 1, 6, 21, 11, 10, 9, 8, 14, 4, 12, 17, 16, 15, 18, 20, 19, 7]
P7(4)P3(1)P2(0)P5(2) - [15, 5, 13, 6, 2, 7, 14, 3, 21, 9, 10, 20, 19, 4, 1, 12, 17, 16, 8, 18, 11]
P7(4)P3(1)P2(1)P5(0) - [17, 5, 13, 4, 15, 16, 9, 6, 8, 20, 21, 14, 18, 3, 1, 7, 2, 12, 10, 11, 19]
P7(4)P3(1)P2(1)P5(1) - [15, 1, 19, 6, 2, 13, 21, 16, 10, 20, 14, 8, 7, 12, 17, 11, 5, 18, 9, 3, 4]
P7(4)P3(1)P2(1)P5(2) - [5, 15, 6, 13, 1, 4, 8, 19, 21, 20, 10, 9, 3, 7, 2, 12, 17, 11, 14, 18, 16]
P7(4)P3(2)P2(0)P5(0) - [14, 8, 9, 4, 17, 12, 2, 7, 18, 20, 11, 15, 5, 16, 6, 1, 13, 3, 10, 19, 21]
P7(4)P3(2)P2(0)P5(1) - [17, 6, 21, 7, 13, 9, 11, 12, 10, 20, 15, 18, 1, 3, 14, 19, 8, 5, 2, 16, 4]
P7(4)P3(2)P2(0)P5(2) - [8, 17, 7, 9, 6, 4, 18, 21, 11, 20, 10, 2, 16, 1, 13, 3, 14, 19, 15, 5, 12]
P7(4)P3(2)P2(1)P5(0) - [14, 17, 7, 1, 8, 19, 20, 9, 15, 2, 11, 18, 5, 21, 13, 4, 6, 3, 10, 12, 16]
P7(4)P3(2)P2(1)P5(1) - [8, 13, 16, 9, 6, 7, 11, 19, 10, 2, 18, 15, 4, 3, 14, 12, 17, 5, 20, 21, 1]
P7(4)P3(2)P2(1)P5(2) - [17, 8, 9, 7, 13, 1, 15, 16, 11, 2, 10, 20, 21, 4, 6, 3, 14, 12, 18, 5, 19]
P7(5)P3(0)P2(0)P5(0) - [12, 15, 17, 13, 11, 2, 14, 18, 21, 20, 9, 10, 3, 16, 4, 5, 6, 1, 8, 19, 7]
P7(5)P3(0)P2(0)P5(1) - [11, 4, 7, 18, 6, 17, 9, 2, 8, 20, 10, 21, 5, 1, 12, 19, 15, 3, 14, 16, 13]
P7(5)P3(0)P2(0)P5(2) - [15, 11, 18, 17, 4, 13, 21, 7, 9, 20, 8, 14, 16, 5, 6, 1, 12, 19, 10, 3, 2]
P7(5)P3(0)P2(1)P5(0) - [12, 11, 18, 5, 15, 19, 20, 17, 10, 14, 9, 21, 3, 7, 6, 13, 4, 1, 8, 2, 16]
P7(5)P3(0)P2(1)P5(1) - [15, 6, 16, 17, 4, 18, 9, 19, 8, 14, 21, 10, 13, 1, 12, 2, 11, 3, 20, 7, 5]
P7(5)P3(0)P2(1)P5(2) - [11, 15, 17, 18, 6, 5, 10, 16, 9, 14, 8, 20, 7, 13, 4, 1, 12, 2, 21, 3, 19]
P7(5)P3(1)P2(0)P5(0) - [15, 3, 4, 5, 21, 7, 18, 6, 11, 14, 16, 12, 10, 1, 13, 17, 20, 19, 8, 9, 2]
P7(5)P3(1)P2(0)P5(1) - [21, 13, 2, 6, 20, 4, 16, 7, 8, 14, 12, 11, 17, 19, 15, 9, 3, 10, 18, 1, 5]
P7(5)P3(1)P2(0)P5(2) - [3, 21, 6, 4, 13, 5, 11, 2, 16, 14, 8, 18, 1, 17, 20, 19, 15, 9, 12, 10, 7]
P7(5)P3(1)P2(1)P5(0) - [15, 21, 6, 17, 3, 9, 14, 4, 12, 18, 16, 11, 10, 2, 20, 5, 13, 19, 8, 7, 1]
P7(5)P3(1)P2(1)P5(1) - [3, 20, 1, 4, 13, 6, 16, 9, 8, 18, 11, 12, 5, 19, 15, 7, 21, 10, 14, 2, 17]
P7(5)P3(1)P2(1)P5(2) - [21, 3, 4, 6, 20, 17, 12, 1, 16, 18, 8, 14, 2, 5, 13, 19, 15, 7, 11, 10, 9]
P7(5)P3(2)P2(0)P5(0) - [11, 12, 14, 17, 15, 19, 13, 5, 10, 18, 7, 3, 21, 9, 4, 20, 6, 2, 8, 1, 16]
P7(5)P3(2)P2(0)P5(1) - [15, 4, 16, 5, 6, 14, 7, 19, 8, 18, 3, 10, 20, 2, 11, 1, 12, 21, 13, 9, 17]
P7(5)P3(2)P2(0)P5(2) - [12, 15, 5, 14, 4, 17, 10, 16, 7, 18, 8, 13, 9, 20, 6, 2, 11, 1, 3, 21, 19]
P7(5)P3(2)P2(1)P5(0) - [11, 15, 5, 20, 12, 1, 18, 14, 3, 13, 7, 10, 21, 16, 6, 17, 4, 2, 8, 19, 9]
P7(5)P3(2)P2(1)P5(1) - [12, 6, 9, 14, 4, 5, 7, 1, 8, 13, 10, 3, 17, 2, 11, 19, 15, 21, 18, 16, 20]
P7(5)P3(2)P2(1)P5(2) - [15, 12, 14, 5, 6, 20, 3, 9, 7, 13, 8, 18, 16, 17, 4, 2, 11, 19, 10, 21, 1]
P7(6)P3(0)P2(0)P5(0) - [19, 3, 15, 6, 7, 13, 11, 10, 16, 18, 14, 8, 2, 9, 17, 21, 4, 20, 12, 1, 5]
P7(6)P3(0)P2(0)P5(1) - [7, 17, 5, 10, 4, 15, 14, 13, 12, 18, 8, 16, 21, 20, 19, 1, 3, 2, 11, 9, 6]
P7(6)P3(0)P2(0)P5(2) - [3, 7, 10, 15, 17, 6, 16, 5, 14, 18, 12, 11, 9, 21, 4, 20, 19, 1, 8, 2, 13]
P7(6)P3(0)P2(1)P5(0) - [19, 7, 10, 21, 3, 1, 18, 15, 8, 11, 14, 16, 2, 5, 4, 6, 17, 20, 12, 13, 9]
P7(6)P3(0)P2(1)P5(1) - [3, 4, 9, 15, 17, 10, 14, 1, 12, 11, 16, 8, 6, 20, 19, 13, 7, 2, 18, 5, 21]
P7(6)P3(0)P2(1)P5(2) - [7, 3, 15, 10, 4, 21, 8, 9, 14, 11, 12, 18, 5, 6, 17, 20, 19, 13, 16, 2, 1]
P7(6)P3(1)P2(0)P5(0) - [3, 2, 17, 21, 16, 5, 10, 4, 7, 11, 9, 19, 8, 20, 6, 15, 18, 1, 12, 14, 13]
P7(6)P3(1)P2(0)P5(1) - [16, 6, 13, 4, 18, 17, 9, 5, 12, 11, 19, 7, 15, 1, 3, 14, 2, 8, 10, 20, 21]
P7(6)P3(1)P2(0)P5(2) - [2, 16, 4, 17, 6, 21, 7, 13, 9, 11, 12, 10, 20, 15, 18, 1, 3, 14, 19, 8, 5]
P7(6)P3(1)P2(1)P5(0) - [3, 16, 4, 15, 2, 14, 11, 17, 19, 10, 9, 7, 8, 13, 18, 21, 6, 1, 12, 5, 20]
P7(6)P3(1)P2(1)P5(1) - [2, 18, 20, 17, 6, 4, 9, 14, 12, 10, 7, 19, 21, 1, 3, 5, 16, 8, 11, 13, 15]
P7(6)P3(1)P2(1)P5(2) - [16, 2, 17, 4, 18, 15, 19, 20, 9, 10, 12, 11, 13, 21, 6, 1, 3, 5, 7, 8, 14]
P7(6)P3(2)P2(0)P5(0) - [7, 19, 11, 15, 3, 1, 6, 21, 8, 10, 5, 2, 16, 14, 17, 18, 4, 13, 12, 20, 9]
P7(6)P3(2)P2(0)P5(1) - [3, 17, 9, 21, 4, 11, 5, 1, 12, 10, 2, 8, 18, 13, 7, 20, 19, 16, 6, 14, 15]
P7(6)P3(2)P2(0)P5(2) - [19, 3, 21, 11, 17, 15, 8, 9, 5, 10, 12, 6, 14, 18, 4, 13, 7, 20, 2, 16, 1]
P7(6)P3(2)P2(1)P5(0) - [7, 3, 21, 18, 19, 20, 10, 11, 2, 6, 5, 8, 16, 9, 4, 15, 17, 13, 12, 1, 14]
P7(6)P3(2)P2(1)P5(1) - [19, 4, 14, 11, 17, 21, 5, 20, 12, 6, 8, 2, 15, 13, 7, 1, 3, 16, 10, 9, 18]
P7(6)P3(2)P2(1)P5(2) - [3, 19, 11, 21, 4, 18, 2, 14, 5, 6, 12, 10, 9, 15, 17, 13, 7, 1, 8, 16, 20]
