P7(1)P3(2)P2(1)P5(3) - [19, 16, 11, 21, 15, 17, 7, 13, 1, 4, 12, 18, 14, 6, 10, 9, 8, 20, 2, 3, 5]
P7(1)P3(2)P2(1)P5(4) - [15, 10, 5, 13, 8, 11, 12, 17, 2, 4, 18, 1, 9, 20, 19, 3, 16, 14, 7, 6, 21]
P7(2)P3(0)P2(0)P5(0) - [12, 15, 17, 13, 11, 2, 14, 18, 21, 20, 9, 10, 3, 16, 4, 5, 6, 1, 8, 19, 7]
P7(2)P3(0)P2(0)P5(1) - [11, 4, 7, 18, 6, 17, 9, 2, 8, 20, 10, 21, 5, 1, 12, 19, 15, 3, 14, 16, 13]
P7(2)P3(0)P2(0)P5(2) - [6, 12, 13, 2, 15, 7, 10, 17, 14, 20, 21, 8, 19, 3, 11, 16, 4, 5, 9, 1, 18]
P7(2)P3(0)P2(0)P5(3) - [15, 11, 18, 17, 4, 13, 21, 7, 9, 20, 8, 14, 16, 5, 6, 1, 12, 19, 10, 3, 2]
P7(2)P3(0)P2(0)P5(4) - [4, 6, 2, 7, 12, 18, 8, 13, 10, 20, 14, 9, 1, 19, 15, 3, 11, 16, 21, 5, 17]
P7(2)P3(0)P2(1)P5(0) - [12, 11, 18, 5, 15, 19, 20, 17, 10, 14, 9, 21, 3, 7, 6, 13, 4, 1, 8, 2, 16]
P7(2)P3(0)P2(1)P5(1) - [15, 6, 16, 17, 4, 18, 9, 19, 8, 14, 21, 10, 13, 1, 12, 2, 11, 3, 20, 7, 5]
P7(2)P3(0)P2(1)P5(2) - [4, 12, 5, 19, 11, 16, 21, 18, 20, 14, 10, 8, 2, 3, 15, 7, 6, 13, 9, 1, 17]
P7(2)P3(0)P2(1)P5(3) - [11, 15, 17, 18, 6, 5, 10, 16, 9, 14, 8, 20, 7, 13, 4, 1, 12, 2, 21, 3, 19]
P7(2)P3(0)P2(1)P5(4) - [6, 4, 19, 16, 12, 17, 8, 5, 21, 14, 20, 9, 1, 2, 11, 3, 15, 7, 10, 13, 18]
P7(2)P3(1)P2(0)P5(0) - [11, 3, 6, 13, 10, 16, 17, 4, 15, 20, 7, 12, 21, 1, 5, 18, 14, 2, 8, 9, 19]
P7(2)P3(1)P2(0)P5(1) - [10, 5, 19, 4, 14, 6, 7, 16, 8, 20, 12, 15, 18, 2, 11, 9, 3, 21, 17, 1, 13]
P7(2)P3(1)P2(0)P5(2) - [14, 11, 13, 16, 3, 19, 12, 6, 17, 20, 15, 8, 9, 21, 10, 1, 5, 18, 7, 2, 4]
P7(2)P3(1)P2(0)P5(3) - [3, 10, 4, 6, 5, 13, 15, 19, 7, 20, 8, 17, 1, 18, 14, 2, 11, 9, 12, 21, 16]
P7(2)P3(1)P2(0)P5(4) - [5, 14, 16, 19, 11, 4, 8, 13, 12, 20, 17, 7, 2, 9, 3, 21, 10, 1, 15, 18, 6]
P7(2)P3(1)P2(1)P5(0) - [11, 10, 4, 18, 3, 9, 20, 6, 12, 17, 7, 15, 21, 19, 14, 13, 5, 2, 8, 16, 1]
P7(2)P3(1)P2(1)P5(1) - [3, 14, 1, 6, 5, 4, 7, 9, 8, 17, 15, 12, 13, 2, 11, 16, 10, 21, 20, 19, 18]
P7(2)P3(1)P2(1)P5(2) - [5, 11, 18, 9, 10, 1, 15, 4, 20, 17, 12, 8, 16, 21, 3, 19, 14, 13, 7, 2, 6]
P7(2)P3(1)P2(1)P5(3) - [10, 3, 6, 4, 14, 18, 12, 1, 7, 17, 8, 20, 19, 13, 5, 2, 11, 16, 15, 21, 9]
P7(2)P3(1)P2(1)P5(4) - [14, 5, 9, 1, 11, 6, 8, 18, 15, 17, 20, 7, 2, 16, 10, 21, 3, 19, 12, 13, 4]
P7(2)P3(2)P2(0)P5(0) - [10, 21, 14, 13, 12, 1, 6, 5, 3, 20, 19, 11, 15, 2, 18, 4, 17, 16, 8, 7, 9]
P7(2)P3(2)P2(0)P5(1) - [12, 18, 9, 5, 17, 14, 19, 1, 8, 20, 11, 3, 4, 16, 10, 7, 21, 15, 6, 2, 13]
P7(2)P3(2)P2(0)P5(2) - [17, 10, 13, 1, 21, 9, 11, 14, 6, 20, 3, 8, 7, 15, 12, 2, 18, 4, 19, 16, 5]
P7(2)P3(2)P2(0)P5(3) - [21, 12, 5, 14, 18, 13, 3, 9, 19, 20, 8, 6, 2, 4, 17, 16, 10, 7, 11, 15, 1]
P7(2)P3(2)P2(0)P5(4) - [18, 17, 1, 9, 10, 5, 8, 13, 11, 20, 6, 19, 16, 7, 21, 15, 12, 2, 3, 4, 14]
P7(2)P3(2)P2(1)P5(0) - [10, 12, 5, 4, 21, 7, 20, 14, 11, 6, 19, 3, 15, 9, 17, 13, 18, 16, 8, 1, 2]
P7(2)P3(2)P2(1)P5(1) - [21, 17, 2, 14, 18, 5, 19, 7, 8, 6, 3, 11, 13, 16, 10, 1, 12, 15, 20, 9, 4]
P7(2)P3(2)P2(1)P5(2) - [18, 10, 4, 7, 12, 2, 3, 5, 20, 6, 11, 8, 1, 15, 21, 9, 17, 13, 19, 16, 14]
P7(2)P3(2)P2(1)P5(3) - [12, 21, 14, 5, 17, 4, 11, 2, 19, 6, 8, 20, 9, 13, 18, 16, 10, 1, 3, 15, 7]
P7(2)P3(2)P2(1)P5(4) - [17, 18, 7, 2, 10, 14, 8, 4, 3, 6, 20, 19, 16, 1, 12, 15, 21, 9, 11, 13, 5]
P7(3)P3(0)P2(0)P5(0) - [8, 17, 4, 2, 14, 3, 9, 20, 5, 1, 16, 18, 15, 21, 6, 7, 13, 19, 10, 12, 11]
P7(3)P3(0)P2(0)P5(1) - [14, 6, 11, 20, 13, 4, 16, 3, 10, 1, 18, 5, 7, 19, 8, 12, 17, 15, 9, 21, 2]
P7(3)P3(0)P2(0)P5(2) - [13, 8, 2, 3, 17, 11, 18, 4, 9, 1, 5, 10, 12, 15, 14, 21, 6, 7, 16, 19, 20]
P7(3)P3(0)P2(0)P5(3) - [17, 14, 20, 4, 6, 2, 5, 11, 16, 1, 10, 9, 21, 7, 13, 19, 8, 12, 18, 15, 3]
P7(3)P3(0)P2(0)P5(4) - [6, 13, 3, 11, 8, 20, 10, 2, 18, 1, 9, 16, 19, 12, 17, 15, 14, 21, 5, 7, 4]
P7(3)P3(0)P2(1)P5(0) - [8, 14, 20, 7, 17, 12, 1, 4, 18, 9, 16, 5, 15, 11, 13, 2, 6, 19, 10, 3, 21]
P7(3)P3(0)P2(1)P5(1) - [17, 13, 21, 4, 6, 20, 16, 12, 10, 9, 5, 18, 2, 19, 8, 3, 14, 15, 1, 11, 7]
P7(3)P3(0)P2(1)P5(2) - [6, 8, 7, 12, 14, 21, 5, 20, 1, 9, 18, 10, 3, 15, 17, 11, 13, 2, 16, 19, 4]
P7(3)P3(0)P2(1)P5(3) - [14, 17, 4, 20, 13, 7, 18, 21, 16, 9, 10, 1, 11, 2, 6, 19, 8, 3, 5, 15, 12]
P7(3)P3(0)P2(1)P5(4) - [13, 6, 12, 21, 8, 4, 10, 7, 5, 9, 1, 16, 19, 3, 14, 15, 17, 11, 18, 2, 20]
P7(3)P3(1)P2(0)P5(0) - [14, 15, 13, 2, 18, 21, 4, 6, 17, 1, 11, 8, 5, 19, 7, 20, 9, 3, 10, 16, 12]
P7(3)P3(1)P2(0)P5(1) - [18, 7, 12, 6, 9, 13, 11, 21, 10, 1, 8, 17, 20, 3, 14, 16, 15, 5, 4, 19, 2]
P7(3)P3(1)P2(0)P5(2) - [9, 14, 2, 21, 15, 12, 8, 13, 4, 1, 17, 10, 16, 5, 18, 19, 7, 20, 11, 3, 6]
P7(3)P3(1)P2(0)P5(3) - [15, 18, 6, 13, 7, 2, 17, 12, 11, 1, 10, 4, 19, 20, 9, 3, 14, 16, 8, 5, 21]
P7(3)P3(1)P2(0)P5(4) - [7, 9, 21, 12, 14, 6, 10, 2, 8, 1, 4, 11, 3, 16, 15, 5, 18, 19, 17, 20, 13]
P7(3)P3(1)P2(1)P5(0) - [14, 18, 6, 20, 15, 16, 1, 13, 8, 4, 11, 17, 5, 12, 9, 2, 7, 3, 10, 21, 19]
P7(3)P3(1)P2(1)P5(1) - [15, 9, 19, 13, 7, 6, 11, 16, 10, 4, 17, 8, 2, 3, 14, 21, 18, 5, 1, 12, 20]
P7(3)P3(1)P2(1)P5(2) - [7, 14, 20, 16, 18, 19, 17, 6, 1, 4, 8, 10, 21, 5, 15, 12, 9, 2, 11, 3, 13]
P7(3)P3(1)P2(1)P5(3) - [18, 15, 13, 6, 9, 20, 8, 19, 11, 4, 10, 1, 12, 2, 7, 3, 14, 21, 17, 5, 16]
P7(3)P3(1)P2(1)P5(4) - [9, 7, 16, 19, 14, 13, 10, 20, 17, 4, 1, 11, 3, 21, 18, 5, 15, 12, 8, 2, 6]
P7(3)P3(2)P2(0)P5(0) - [18, 5, 9, 2, 8, 19, 13, 7, 15, 1, 12, 14, 17, 3, 20, 6, 4, 21, 10, 11, 16]
P7(3)P3(2)P2(0)P5(1) - [8, 20, 16, 7, 4, 9, 12, 19, 10, 1, 14, 15, 6, 21, 18, 11, 5, 17, 13, 3, 2]
P7(3)P3(2)P2(0)P5(2) - [4, 18, 2, 19, 5, 16, 14, 9, 13, 1, 15, 10, 11, 17, 8, 3, 20, 6, 12, 21, 7]
P7(3)P3(2)P2(0)P5(3) - [5, 8, 7, 9, 20, 2, 15, 16, 12, 1, 10, 13, 3, 6, 4, 21, 18, 11, 14, 17, 19]
P7(3)P3(2)P2(0)P5(4) - [20, 4, 19, 16, 18, 7, 10, 2, 14, 1, 13, 12, 21, 11, 5, 17, 8, 3, 15, 6, 9]
P7(3)P3(2)P2(1)P5(0) - [18, 8, 7, 6, 5, 11, 1, 9, 14, 13, 12, 15, 17, 16, 4, 2, 20, 21, 10, 19, 3]
P7(3)P3(2)P2(1)P5(1) - [5, 4, 3, 9, 20, 7, 12, 11, 10, 13, 15, 14, 2, 21, 18, 19, 8, 17, 1, 16, 6]
P7(3)P3(2)P2(1)P5(2) - [20, 18, 6, 11, 8, 3, 15, 7, 1, 13, 14, 10, 19, 17, 5, 16, 4, 2, 12, 21, 9]
P7(3)P3(2)P2(1)P5(3) - [8, 5, 9, 7, 4, 6, 14, 3, 12, 13, 10, 1, 16, 2, 20, 21, 18, 19, 15, 17, 11]
P7(3)P3(2)P2(1)P5(4) - [4, 20, 11, 3, 18, 9, 10, 6, 15, 13, 1, 12, 21, 19, 8, 17, 5, 16, 14, 2, 7]
P7(4)P3(0)P2(0)P5(0) - [10, 4, 6, 3, 9, 15, 16, 1, 7, 19, 21, 20, 17, 5, 13, 11, 2, 12, 18, 8, 14]
P7(4)P3(0)P2(0)P5(1) - [9, 13, 14, 1, 2, 6, 21, 15, 18, 19, 20, 7, 11, 12, 10, 8, 4, 17, 16, 5, 3]
P7(4)P3(0)P2(0)P5(2) - [2, 10, 3, 15, 4, 14, 20, 6, 16, 19, 7, 18, 8, 17, 9, 5, 13, 11, 21, 12, 1]
P7(4)P3(0)P2(0)P5(3) - [4, 9, 1, 6, 13, 3, 7, 14, 21, 19, 18, 16, 5, 11, 2, 12, 10, 8, 20, 17, 15]
P7(4)P3(0)P2(0)P5(4) - [13, 2, 15, 14, 10, 1, 18, 3, 20, 19, 16, 21, 12, 8, 4, 17, 9, 5, 7, 11, 6]
P7(4)P3(0)P2(1)P5(0) - [10, 9, 1, 11, 4, 8, 19, 6, 20, 16, 21, 7, 17, 14, 2, 3, 13, 12, 18, 15, 5]
P7(4)P3(0)P2(1)P5(1) - [4, 2, 5, 6, 13, 1, 21, 8, 18, 16, 7, 20, 3, 12, 10, 15, 9, 17, 19, 14, 11]
P7(4)P3(0)P2(1)P5(2) - [13, 10, 11, 8, 9, 5, 7, 1, 19, 16, 20, 18, 15, 17, 4, 14, 2, 3, 21, 12, 6]
P7(4)P3(0)P2(1)P5(3) - [9, 4, 6, 1, 2, 11, 20, 5, 21, 16, 18, 19, 14, 3, 13, 12, 10, 15, 7, 17, 8]
P7(4)P3(0)P2(1)P5(4) - [2, 13, 8, 5, 10, 6, 18, 11, 7, 16, 19, 21, 12, 15, 9, 17, 4, 14, 20, 3, 1]
P7(4)P3(1)P2(0)P5(0) - [9, 17, 2, 3, 20, 5, 6, 13, 4, 19, 14, 10, 7, 12, 11, 1, 16, 15, 18, 21, 8]
P7(4)P3(1)P2(0)P5(1) - [20, 11, 8, 13, 16, 2, 14, 5, 18, 19, 10, 4, 1, 15, 9, 21, 17, 7, 6, 12, 3]
P7(4)P3(1)P2(0)P5(2) - [16, 9, 3, 5, 17, 8, 10, 2, 6, 19, 4, 18, 21, 7, 20, 12, 11, 1, 14, 15, 13]
P7(4)P3(1)P2(0)P5(3) - [17, 20, 13, 2, 11, 3, 4, 8, 14, 19, 18, 6, 12, 1, 16, 15, 9, 21, 10, 7, 5]
P7(4)P3(1)P2(0)P5(4) - [11, 16, 5, 8, 9, 13, 18, 3, 10, 19, 6, 14, 15, 21, 17, 7, 20, 12, 4, 1, 2]
P7(4)P3(1)P2(1)P5(0) - [9, 20, 13, 1, 17, 21, 19, 2, 10, 6, 14, 4, 7, 8, 16, 3, 11, 15, 18, 5, 12]
P7(4)P3(1)P2(1)P5(1) - [17, 16, 12, 2, 11, 13, 14, 21, 18, 6, 4, 10, 3, 15, 9, 5, 20, 7, 19, 8, 1]
P7(4)P3(1)P2(1)P5(2) - [11, 9, 1, 21, 20, 12, 4, 13, 19, 6, 10, 18, 5, 7, 17, 8, 16, 3, 14, 15, 2]
P7(4)P3(1)P2(1)P5(3) - [20, 17, 2, 13, 16, 1, 10, 12, 14, 6, 18, 19, 8, 3, 11, 15, 9, 5, 4, 7, 21]
P7(4)P3(1)P2(1)P5(4) - [16, 11, 21, 12, 9, 2, 18, 1, 4, 6, 19, 14, 15, 5, 20, 7, 17, 8, 10, 3, 13]
P7(4)P3(2)P2(0)P5(0) - [20, 7, 16, 3, 10, 12, 2, 11, 17, 19, 8, 9, 4, 15, 1, 13, 6, 5, 18, 14, 21]
P7(4)P3(2)P2(0)P5(1) - [10, 1, 21, 11, 6, 16, 8, 12, 18, 19, 9, 17, 13, 5, 20, 14, 7, 4, 2, 15, 3]
P7(4)P3(2)P2(0)P5(2) - [6, 20, 3, 12, 7, 21, 9, 16, 2, 19, 17, 18, 14, 4, 10, 15, 1, 13, 8, 5, 11]
P7(4)P3(2)P2(0)P5(3) - [7, 10, 11, 16, 1, 3, 17, 21, 8, 19, 18, 2, 15, 13, 6, 5, 20, 14, 9, 4, 12]
P7(4)P3(2)P2(0)P5(4) - [1, 6, 12, 21, 20, 11, 18, 3, 9, 19, 2, 8, 5, 14, 7, 4, 10, 15, 17, 13, 16]
P7(4)P3(2)P2(1)P5(0) - [20, 10, 11, 13, 7, 14, 19, 16, 9, 2, 8, 17, 4, 21, 6, 3, 1, 5, 18, 12, 15]
P7(4)P3(2)P2(1)P5(1) - [7, 6, 15, 16, 1, 11, 8, 14, 18, 2, 17, 9, 3, 5, 20, 12, 10, 4, 19, 21, 13]
P7(4)P3(2)P2(1)P5(2) - [1, 20, 13, 14, 10, 15, 17, 11, 19, 2, 9, 18, 12, 4, 7, 21, 6, 3, 8, 5, 16]
P7(4)P3(2)P2(1)P5(3) - [10, 7, 16, 11, 6, 13, 9, 15, 8, 2, 18, 19, 21, 3, 1, 5, 20, 12, 17, 4, 14]
P7(4)P3(2)P2(1)P5(4) - [6, 1, 14, 15, 20, 16, 18, 13, 17, 2, 19, 8, 5, 12, 10, 4, 7, 21, 9, 3, 11]
P7(5)P3(0)P2(0)P5(0) - [18, 6, 13, 15, 16, 17, 21, 19, 11, 12, 5, 1, 4, 7, 2, 14, 3, 8, 20, 10, 9]
P7(5)P3(0)P2(0)P5(1) - [16, 2, 9, 19, 3, 13, 5, 17, 20, 12, 1, 11, 14, 8, 18, 10, 6, 4, 21, 7, 15]
P7(5)P3(0)P2(0)P5(2) - [3, 18, 15, 17, 6, 9, 1, 13, 21, 12, 11, 20, 10, 4, 16, 7, 2, 14, 5, 8, 19]
P7(5)P3(0)P2(0)P5(3) - [6, 16, 19, 13, 2, 15, 11, 9, 5, 12, 20, 21, 7, 14, 3, 8, 18, 10, 1, 4, 17]
P7(5)P3(0)P2(0)P5(4) - [2, 3, 17, 9, 18, 19, 20, 15, 1, 12, 21, 5, 8, 10, 6, 4, 16, 7, 11, 14, 13]
P7(5)P3(0)P2(1)P5(0) - [18, 16, 19, 14, 6, 10, 12, 13, 1, 21, 5, 11, 4, 9, 3, 15, 2, 8, 20, 17, 7]
P7(5)P3(0)P2(1)P5(1) - [6, 3, 7, 13, 2, 19, 5, 10, 20, 21, 11, 1, 15, 8, 18, 17, 16, 4, 12, 9, 14]
P7(5)P3(0)P2(1)P5(2) - [2, 18, 14, 10, 16, 7, 11, 19, 12, 21, 1, 20, 17, 4, 6, 9, 3, 15, 5, 8, 13]
P7(5)P3(0)P2(1)P5(3) - [16, 6, 13, 19, 3, 14, 1, 7, 5, 21, 20, 12, 9, 15, 2, 8, 18, 17, 11, 4, 10]
P7(5)P3(0)P2(1)P5(4) - [3, 2, 10, 7, 18, 13, 20, 14, 11, 21, 12, 5, 8, 17, 16, 4, 6, 9, 1, 15, 19]
P7(5)P3(1)P2(0)P5(0) - [16, 4, 3, 15, 1, 7, 13, 2, 6, 12, 9, 18, 11, 8, 14, 19, 21, 17, 20, 5, 10]
P7(5)P3(1)P2(0)P5(1) - [1, 14, 10, 2, 21, 3, 9, 7, 20, 12, 18, 6, 19, 17, 16, 5, 4, 11, 13, 8, 15]
P7(5)P3(1)P2(0)P5(2) - [21, 16, 15, 7, 4, 10, 18, 3, 13, 12, 6, 20, 5, 11, 1, 8, 14, 19, 9, 17, 2]
P7(5)P3(1)P2(0)P5(3) - [4, 1, 2, 3, 14, 15, 6, 10, 9, 12, 20, 13, 8, 19, 21, 17, 16, 5, 18, 11, 7]
